IATA,ICAO,Name,Country,Active
J3,PLR,Northwestern Air,Canada,Y
,NWN,Northwinds Northern,Canada,N
,NAM,Nortland Air Manitoba,Canada,N
DY,NAX,Norwegian Air Shuttle,Norway,Y
,TFN,Norwegian Aviation College,Norway,Y
,XNT,Notams International,United States,N
BJ,LBT,Nouvel Air Tunisie,Tunisia,Y
M4,NOV,Nova Airline,Sudan,N
,PTR,Nova Scotia Department of Lands and Forests,Canada,N
1I,NVR,Novair,Sweden,Y
,NVG,Novogorod Air Enterprise,Russia,N
,NSP,Novosibirsk Aircraft Repairing Plant,Russia,N
,NBE,Novosibirsk Aviaenterprise,Russia,N
,NPO,Novosibirsk Aviation Production Association,Russia,N
,NOY,Noy Aviation,Israel,N
N6,ACQ,Nuevo Continente,Peru,N
,NHR,Nuevo Horizonte Internacional,Mexico,N
,NUN,Nunasi-Central Airlines,Canada,N
,NIN,Nurman Avia Indopura,Indonesia,N
,NYS,Nyasa Express,Malawi,N
XY,KNE,Nas Air,Saudi Arabia,Y
,OCN,O Air,France,N
UQ,OCM,O'Connor Airlines,Australia,N
CR,,OAG,United Kingdom,N
,JPA,OSACOM,United States,N
O8,OHK,Oasis Hong Kong Airlines,Hong Kong,Y
,BCN,Ocean Air,Mauritania,Y
VC,VCX,Ocean Airlines,Italy,N
,OCS,Ocean Sky (UK),United Kingdom,N
,TUK,Ocean Wings Commuter Service,United States,N
O6,ONE,Oceanair,Brazil,Y
O2,,Oceanic Airlines,Guinea,Y
,ODS,Odessa Airlines,Ukraine,N
,ODY,Odyssey International,Canada,N
,FOC,Office Federal De'Aviation Civile,Switzerland,N
,GBO,Ogooue Air Cargo,Gabon,N
,OKJ,Okada Airlines,Nigeria,N
,OKP,Okapi Airways,Democratic Republic of Congo,N
,OKA,Okay Airways,China,N
,OKL,Oklahoma Department of Public Safety,United States,N
,OLX,Olimex Aerotaxi,Czech Republic,N
,KVK,Olimp Air,Kazakhstan,N
OA,OAL,Olympic Airlines,Greece,Y
,OLY,Olympic Aviation,Greece,N
WY,OMA,Oman Air,Oman,Y
,ORF,Oman Royal Flight,Oman,N
,OAV,Omni - Aviacao e Tecnologia,Portugal,N
OY,OAE,Omni Air International,United States,Y
,OMF,Omniflys,Mexico,N
N3,OMS,Omskavia Airline,Russia,N
,ORL,On Air Limited,Canada,N
,OTG,One Two Go Airlines,Thailand,Y
,OTM,Onetime Airlines Zambia,Zambia,N
,MED,Ontario Ministry of Health,Canada,N
8Q,OHY,Onur Air,Turkey,Y
,OPA,Opal Air,Australia,N
,OSA,Open Sky Aviation,Lebanon,N
,BOS,OpenSkies,United Kingdom,N
,ORR,Operadora Turistica Aurora,Mexico,N
,OLE,Operadora de Lineas Ejecutivas,Mexico,N
,OTP,Operadora de Transportes Aereos,Mexico,N
,OPV,Operadora de Veulos Ejectutivos,Mexico,N
,LLO,Operation Enduring Freedom,Canada,N
,OAX,Operational Aviation Services,Australia,N
,ORD,Orange Air Services,Sierra Leone,N
,ORJ,Orange Air Sierra Leone,Sierra Leone,N
,ORE,Orange Aviation,Israel,N
,ORX,Orbit Express Airlines,Turkey,N
,ORK,Orca Air,Egypt,N
,BUE,Orebro Aviation,Sweden,N
,ORM,Orel State Air Enterprise,Russia,N
R2,ORB,Orenburg Airlines,Russia,Y
,OTA,Organizacion De Transportes Aereos,Mexico,N
,OML,Organizacoes Mambra,Angola,N
,OVV,Orient Air,Syrian Arab Republic,N
,OTR,Orient Airlines,Sudan,N
,ORN,Orient Airways,Pakistan,N
OX,OEA,Orient Thai Airlines,Thailand,Y
,NGK,Oriental Air Bridge,Japan,N
,OAC,Oriental Airlines,Nigeria,N
QO,OGN,Origin Pacific Airways,New Zealand,Y
,OED,Orion Air Charter,South Africa,N
,OIX,Orion-x,Russia,N
,KOV,Orlan-2000,Kazakhstan,N
,RNG,Ornage Aircraft Leasing,Netherlands,N
,OAD,Orscom Tourist Installations Company,Egypt,N
,OSH,Osh Avia,Kyrgyzstan,N
,OCO,Ostend Air College,Belgium,N
OL,OLT,Ostfriesische Lufttransport,Germany,Y
,FNL,Oulun Tilauslento,Finland,N
ON,RON,Our Airline,Nauru,N
,OOT,Out Of The Blue Air Safaris,South Africa,N
OJ,OLA,Overland Airways,Nigeria,Y
,OXE,Oxaero,United Kingdom,N
,WDK,Oxford Air Services,United Kingdom,N
,OAA,Oxley Aviation,Australia,N
OZ,OZR,Ozark Air Lines,United States,N
O7,OZJ,Ozjet Airlines,Australia,Y
,KTL,P & P Floss Pick Manufacturers,South Africa,N
,PCR,PAC Air,United States,N
PV,PNR,PAN Air,Spain,Y
9Q,PBA,PB Air,Thailand,Y
,PDQ,PDQ Air Charter,United States,N
,XAS,PHH Aviation System,United States,N
,PDG,PLM Dollar Group,United Kingdom,N
PU,PUA,PLUNA,Uruguay,Y
U4,PMT,PMTair,Cambodia,Y
,PRP,PRT Aviation,Spain,N
,JIA,PSA Airlines,United States,N
,KST,PTL Luftfahrtunternehemen,Germany,N
,WIS,Paccair,United States,N
Y5,PCE,Pace Airlines,United States,N
,PAB,Pacific Air Boats,Canada,N
,PRC,Pacific Air Charter,United States,N
,PCF,Pacific Air Express,United States,N
,PXP,Pacific Air Transport,United States,N
BL,PIC,Jetstar Pacific,Vietnam,Y
,PAK,Pacific Alaska Airlines,United States,N
,PCV,Pacific Aviation (Australia),Australia,N
,PCX,Pacific Aviation (United States),United States,N
DJ,PBN,Pacific Blue,New Zealand,N
,PQA,Pacific Coast Airlines,United States,N
8P,PCO,Pacific Coastal Airline,Canada,Y
Q8,PEC,Pacific East Asia Cargo Airlines,Philippines,Y
,PFA,Pacific Flight Services,Singapore,N
,PIN,Pacific International Airlines,United States,N
,PSA,Pacific Island Aviation,United States,Y
,PCJ,Pacific Jet,United States,N
,PPM,Pacific Pearl Airways,Philippines,N
,PAR,Pacific Rim Airways,Australia,N
PS,PSX,Pacific Southwest Airlines,United States,N
LW,NMI,Pacific Wings,United States,Y
GX,,Pacificair,Philippines,N
,PFR,Pacificair Airlines,United States,N
,RCY,Package Express,United States,N
,PAE,Paisajes Espanoles,Spain,N
,PKW,Pak West Airlines,United States,N
PK,PIA,Pakistan International Airlines,Pakistan,Y
,PKR,Pakker Avio,Estonia,N
,LPA,Pal Aerolineas,Mexico,N
,PPC,Palau Asia Pacific Airlines,Palau,N
GP,PTP,Palau Trans Pacific Airline,Palau,N
PF,PNW,Palestinian Airlines,Egypt,N
,JSP,Palmer Aviation,United Kingdom,N
NR,PIR,Pamir Airways,Afghanistan,N
,PFN,Pan African Air Services,Sierra Leone,N
,ODM,Pan African Airways,Kenya,N
,PAX,Pan Air,United States,N
,XPA,Pan Am Weather Systems,United States,N
,PWD,Pan Am World Airways,Dominican Republic,N
PA,PAA,Pan American Airways,United States,N
PA,PAA,Pan American World Airways,United States,N
,PEA,Pan Europeenne Air Service,France,N
,PHT,Pan Havacilik Ve Ticaret,Turkey,N
,PMA,Pan Malaysian Air Transport,Malaysia,N
,PNC,Pan-Air,Mexico,N
PQ,PNF,Panafrican Airways,Ivory Coast,N
,PGI,Panagra Airways,United States,N
,PEI,Panamedia,Spain,N
,PVI,Panavia,Panama,N
,PNH,Panh,Russia,N
,PHU,Pannon Air Service,Hungary,N
,PNM,Panorama,Spain,N
,PAH,Panorama Air Tour,United States,N
,AFD,Panorama Flight Service,United States,N
P8,PTN,Pantanal Linhas Aéreas,Brazil,N
,HMP,Papair Terminal,Haiti,N
,PAI,Paradise Airways,United States,N
,PDI,Paradise Island Airways,United States,N
,PGX,Paragon Air Express,United States,N
,PGF,Paragon Global Flight Support,United Kingdom,N
,PRR,Paramount Airlines,Sierra Leone,N
I7,PMW,Paramount Airways,India,Y
,APE,Parcel Express,United States,N
,IRE,Pariz Air,Iran,N
,PRA,Pars Aviation Service,Iran,N
,PST,Parsa,Panama,N
,FAP,Parsons Airways Northern,Canada,N
,PSC,Pascan Aviation,Canada,N
,PTB,Passaredo Transportes Aereos,Brazil,Y
,PTC,Patria Cargas Aereas,Argentina,N
,BYT,Patriot Aviation Limited,United Kingdom,N
,ETL,Patterson Aviation Company,United States,N
,PHE,Pawan Hans,India,N
,IRP,Payam Air,Iran,N
,KGC,Peach Air,United Kingdom,N
,PRL,Pearl Air,Pakistan,N
,PBY,Pearl Air Services,Uganda,N
HP,HPA,Pearl Airways,Haiti,N
,PVU,Peau Vava%Gʻ%@u,Tonga,N
,PXA,Pecotox Air,Moldova,N
PC,PGT,Pegasus Airlines,Turkey,Y
,PEV,Pegasus Aviation,Greece,N
1I,,Pegasus Hava Tasimaciligi,Turkey,N
,HAK,Pegasus Helicopters,Norway,N
,PDF,Pelican Air Services,South Africa,N
,PEX,Pelican Express,United States,N
,PAS,Pelita Air Service,Indonesia,N
,PEM,Pem-Air,Canada,N
,PDY,Pen-Avia,United Kingdom,N
KS,PEN,Peninsula Airways,United States,Y
,PNE,Peninter Aerea,Mexico,N
,PCA,Penya De L'Aire,Spain,N
,CVT,Peran,Kazakhstan,N
,PCC,Perforadora Central,Mexico,N
,PAG,Perimeter Aviation,Canada,N
P9,PGP,Perm Airlines,Russia,N
,PPQ,Personas Y Pasquetes Por Air,Mexico,N
,FPR,Peruvian Air Force,Peru,N
,INP,Peruvian Navy,Peru,N
,PMX,Petroleos Mexicanos,Mexico,N
,PHM,Petroleum Helicopters,United States,N
,PHC,Petroleum Helicopters de Colombia,Colombia,N
,PTK,Petropavlovsk-Kamchatsk Air Enterprise,Russia,N
,PTY,Petty Transport,United States,N
,PHV,Phenix Aviation,France,N
,PMY,Phetchabun Airline,Thailand,N
PR,PAL,Philippine Airlines,Philippines,Y
,PHI,Philips Aviation Services,Netherlands,N
,BCH,Phillips Air,United States,N
,PDD,Phillips Alaska,United States,N
,PHL,Phillips Michigan City Flying Service,United States,N
,PHB,Phoebus Apollo Aviation,South Africa,N
,KZM,Phoebus Apolloa Zambia,Zambia,N
,PHA,Phoenix Air Group,United States,N
,PHN,Phoenix Air Lines,Brazil,N
,PAM,Phoenix Air Service,Germany,N
,PPG,Phoenix Air Transport,United States,N
,WDY,Phoenix Airline Services,United States,N
HP,,Phoenix Airways,Switzerland,N
,PHY,Phoenix Avia,Armenia,N
,PHG,Phoenix Aviation,Kyrgyzstan,N
,XPX,Phoenix Flight Operations,United States,N
9R,VAP,Phuket Air,Thailand,N
PI,PDT,Piedmont Airlines (1948-1989),United States,Y
,PCH,Pilatus Flugzeugwerke,Switzerland,N
,PLU,Pilatus PC-12 Center De Mexico,Mexico,N
,MKS,Pimichikamac Air,Canada,N
,PNP,Pineapple Air,Bahamas,N
,PIM,Pinframat,Angola,N
,PCL,Pinnacle Air Group,United States,N
9E,FLG,Pinnacle Airlines,United States,Y
,PIO,Pioneer Airlines,United States,N
,PER,Pioneers Limited,Pakistan,N
,PRN,Pirinair Express,Spain,N
,PLN,Planar,Angola,N
,PMS,Planemaster Services,United States,N
,PLZ,Planet Airways,United States,N
,PYZ,Players Air,United States,N
,LIB,Ploizeihubschrauberstaffel Hamburg,Germany,N
,PSF,Plymouth School of Flying,United Kingdom,N
,POC,Pocono Air Lines,United States,N
,PDA,Podilia-Avia,Ukraine,N
,PAZ,Point Afrique Niger,Niger,N
,RMI,Point Airlines,Nigeria,N
,PAW,Pointair Burkina,Burkina Faso,N
,PTS,Points of Call Airlines,Canada,N
PO,PAC,Polar Air Cargo,United States,N
,PMO,Polar Airlines de Mexico,Mexico,N
,PSR,Polestar Aviation,United Kingdom,N
,POT,Polet,Russia,Y
,POF,Police Aux Frontiers,France,N
,PLC,Police Aviation Services,United Kingdom,N
,PLF,Polish Air Force,Poland,N
,PNY,Polish Navy,Poland,N
,NRW,Polizeifliegerstaffel Nordrhein-Westfalen,Germany,N
,PPH,Polizeihibschrauberstaffel Neidersachsen,Germany,N
,PIK,Polizeihuberschrauberstaffel Sachsen-Anhalt,Germany,N
,SRP,Polizeihubschrafterstaffel Rheinland-Pfalz,Germany,N
,PBW,Polizeihubschrauberstaffel Baden-Wurtemberg,Germany,N
,EDL,Polizeihubschrauberstaffel Bayern,Germany,N
,PBB,Polizeihubschrauberstaffel Brandenburg,Germany,N
,PHH,Polizeihubschrauberstaffel Hessen,Germany,N
,PMV,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,Germany,N
,PHS,Polizeihubschrauberstaffel Sachsen,Germany,N
,HBT,Polizeihubschrauberstaffel Thuringen,Germany,N
,CUK,Polo Aviation,United Kingdom,N
,PLA,Polynesian Air-Ways,United States,N
PH,PAO,Polynesian Airlines,Samoa,Y
DJ,PLB,Polynesian Blue,New Zealand,N
1U,,Polyot Sirena,Russia,N
,PND,Pond Air Express,United States,N
,PSI,Pont International Airline Services,Suriname,N
,PLX,Pool Aviation,United Kingdom,N
,PTQ,Port Townsend Airways,United States,N
,POR,Porteadora De Cosola,Mexico,N
PD,POE,Porter Airlines,Canada,Y
NI,PGA,Portugalia,Portugal,Y
,AFP,Portuguese Air Force,Portugal,N
,POA,Portuguese Army,Portugal,N
,PON,Portuguese Navy,Portugal,N
BK,PDC,Potomac Air,United States,Y
,PSN,Potosina Del Aire,Mexico,N
,PWL,Powell Air,Canada,N
,PFS,Prairie Flying Service,United States,N
,PWC,Pratt and Whitney Canada,Canada,N
PW,PRF,Precision Air,Tanzania,Y
,PRE,Precision Airlines,United States,N
,BAT,Premiair,Luxembourg,N
,PGL,Premiair Aviation Services,United Kingdom,N
,PME,Premiair Fliyng Club,United Kingdom,N
,EMI,Premium Air Shuttle,Nigeria,N
,PMU,Premium Aviation,Germany,N
,BFA,Presidence Du Faso,Burkina Faso,N
,ONM,Presidencia de La Republica de Guinea Ecuatorial,Equatorial Guinea,N
TO,PSD,President Airlines,Cambodia,N
,PRD,Presidential Aviation,United States,N
,PWA,Priester Aviation,United States,N
,PMM,Primair,Russia,N
FE,WCP,Primaris Airlines,United States,N
,PMC,Primas Courier,United States,N
,CRY,Primavia Limited,United Kingdom,N
,PRM,Prime Air,United States,N
,PKZ,Prime Aviation,Kazakhstan,N
,CME,Prince Edward Air,Canada,N
,PJP,Princely Jets,Pakistan,N
8Q,,Princess Air,,N
,PCN,Princeton Aviation Corporation,United States,N
,PRY,Priority Air Charter,United States,N
,PAT,Priority Air Transport,United States,N
,BCK,Priority Aviation Company,United States,N
,PTI,Privatair,Switzerland,Y
,PJE,Private Jet Expeditions,United States,N
,PJA,Private Jet Management,United States,N
8W,PWF,Private Wings Flugcharter,Germany,N
,PVG,Privilege Style L,Spain,N
,PRH,Pro Air,United States,N
,PSZ,Pro Air Service,United States,N
,GIY,Probiz Guinee,Guinea,N
,PAD,Professional Express Courier Service,United States,N
,PVL,Professione VOlare,Italy,N
P0,,Proflight Commuter Services,Zambia,Y
,PTT,Promotora Industria Totolapa,Mexico,N
,PRO,Propair,Canada,N
,PFZ,Propflight Air Services,Zambia,N
,PPA,Propheter Aviation,United States,N
,PTH,Proteus Helicopteres,France,N
,PTL,Providence Airline,United States,N
,AWD,Providence Aviation Services,Pakistan,N
,SPR,Provincial Airlines,Canada,N
,PRV,Provincial Express,Canada,N
,PSW,Pskovavia,Russia,N
,UDA,Psudiklat Perhubungan Udara/PLP,Indonesia,N
,PTA,Ptarmigan Airways,Canada,N
,PSP,Publiservicios Aereos,Mexico,N
,PUV,Publivoo,Portugal,N
,PNG,Puerto Rico National Guard,United States,N
,TXV,Puerto Vallarta Taxi Aereo,Mexico,N
,PGH,Pulkovo Aircraft Services,Russia,N
,PLY,Puma Linhas Aereas,Brazil,N
,PTV,Puntavia Air Services,Djibouti,N
,MGO,Punto Fa,Spain,N
,PYR,Pyramid Air Lines,Egypt,N
,QNT,Qanot Sharq,Uzbekistan,N
QF,QFA,Qantas,Australia,Y
,QAC,Qatar Air Cargo,Qatar,N
QR,QTR,Qatar Airways,Qatar,Y
,QAF,Qatar Amiri Flight,Qatar,N
,IRQ,Qeshm Air,Iran,N
,QTX,Quantex Environmental,Canada,N
,QUE,Quebec Government Air Service,Canada,N
,QNA,Queen Air,Dominican Republic,N
,LBQ,Quest Diagnostics,United States,N
,QAJ,Quick Air Jet Charter,Germany,N
,QAH,Quick Airways Holland,Netherlands,N
,QAS,Quisqueya Airlines,Haiti,N
,QAQ,Qurinea Air Service,Libya,N
,QCC,Qwest Commuter Corporation,United States,N
,QWA,Qwestair,Australia,N
,QWL,Qwila Air,South Africa,N
,RJT,RA Jet Aeroservicios,Mexico,N
R6,,RACSA,Guatemala,Y
,BKH,RAF Barkston Heath,United Kingdom,N
,CFN,Church Fenton Flying Training Unit,United Kingdom,N
,COH,Coltishall Flying Training Unit,United Kingdom,N
,CBY,Coningsby Flying Training Unit,United Kingdom,N
,COT,Cottesmore Flying Training Unit,United Kingdom,N
,CWL,Cranwell Flying Training Unit,United Kingdom,N
,KIN,Kinloss Flying Training Unit,United Kingdom,Y
,LEE,Leeming Flying Training Unit,United Kingdom,N
,LCS,RAF Leuchars,United Kingdom,N
,LOP,Linton-on-Ouse Flying Training Unit,United Kingdom,N
,LOS,Lossiemouth Flying Training Unit,United Kingdom,N
,MRH,Marham Flying Training Unit,United Kingdom,N
,NWO,Northwood Headquarters (RAF,United Kingdom,N
,SMZ,RAF Scampton,United Kingdom,N
,STN,RAF St Athan,UNited Kingdom,N
,SMG,RAF St Mawgan Search and Rescue,United Kingdom,N
,TOF,RAF Topcliffe Flying Training Unit,United Kingdom,N
,VYT,RAF Valley Flying Training Unit,United Kingdom,N
,VLL,RAF Valley SAR Training Unit,United Kingdom,N
,WAD,Waddington FTU,United Kingdom,N
,WIT,Wittering FTU,United Kingdom,N
,MTL,RAF-Avia,Latvia,N
,RKM,RAK Airways,United Arab Emirates,N
,RWL,RWL Luftfahrtgesellschaft,Germany,N
,RBB,Rabbit-Air,Switzerland,N
,ACE,Race Cargo Airlines,Ghana,N
,GBR,Rader Aviation,United States,N
1D,,Radixx Solutions International,United States,N
,RAJ,Raji Airlines,Pakistan,N
,RFA,Raleigh Flying Service,United States,N
,REX,Ram Air Freight,United States,N
,RMT,Ram Aircraft Corporation,United States,N
,PPK,Ramp 66,United States,N
,RGM,Rangemile Limited,United Kingdom,N
,MWR,Raslan Air Service,Egypt,N
,RAQ,Rath Aviaton,Austria,N
,CSM,Ratkhan Air,Kazakhstan,N
,RVR,Raven Air,United Kingdom,N
,RVN,Raven Air,United States,N
,REI,Ray Aviation,Israel,N
,RYT,Raya Jet,Jordan,N
,RTN,Raytheon Aircraft Company,United States,N
,RCJ,Raytheon Corporate Jets,United Kingdom,N
,KSS,Raytheon Travel Air,United States,N
,RCB,Real Aero Club De Baleares,Spain,N
,CDT,Real Aero Club de Reus-Costa Dorado,Spain,N
,RCD,Real Aeroclub De Ternerife,Spain,N
,RLV,Real Aviation,Ghana,N
,REB,Rebus,Bulgaria,N
,PSH,Red Aviation,United Kingdom,N
,RBN,Red Baron Aviation,United States,N
,DEV,Red Devils Parachute Display Team,United Kingdom,N
,RDV,Red Sea Aviation,Egypt,N
,RSV,Red Sky Ventures,Namibia,N
,STR,Red Star,United Arab Emirates,N
8L,RHC,Redhill Aviation,United Kingdom,N
,RAV,Reed Aviation,United Kingdom,N
,REF,Reef Air,New Zealand,N
V4,REK,Reem Air,Kyrgyzstan,N
,RVV,Reeve Aleutian Airways,United States,N
,RBH,Regal Bahamas International Airways,Bahamas,N
,RGY,Regency Airlines,United States,N
,RAH,Regent Air,Canada,N
,RAG,Regio Air,Germany,N
,RGR,Region Air,Canada,N
,TSH,Regional 1,Canada,N
,RIL,Regional Air,Mauritania,N
,REW,Regional Air Express,Germany,N
,RGL,Regional Air Lines,Morocco,N
,REG,Regional Air Services,Tanzania,N
FN,,Regional Airlines,Morocco,Y
ZL,RXA,Regional Express,Australia,Y
,JJM,Regional Geodata Air,Spain,N
3C,CEA,RegionsAir,United States,N
,REL,Reliance Aviation,United States,N
,RLT,Reliant Airlines,United States,N
,RTS,Relief Transport Services,United Kingdom,N
,RAN,Renan,Moldova,N
QQ,ROA,Reno Air,United States,N
,RGS,Renown Aviation,United States,N
RW,RPA,Republic Airlines,United States,Y
RH,RPH,Republic Express Airlines,Indonesia,Y
,RBC,Republicair,Mexico,N
,RST,Resort Air,United States,N
,RDS,Rhoades Aviation,United States,N
,RIU,Riau Airlines,Indonesia,N
,RIA,Rich International Airways,United States,N
,RVC,Richards Aviation,United States,N
,RIC,Richardson's Airway,United States,N
,RCA,Richland Aviation,United States,N
,HPR,Rick Lucas Helicopters,New Zealand,N
C7,RLE,Rico Linhas A,Brazil,N
,RID,Ridder Avia,Kazakhstan,N
,RAK,Riga Airclub,Latvia,N
,RAZ,Rijnmond Air Services,Netherland,N
,POL,Rikspolisstyrelsen,Sweden,N
,RIM,Rimrock Airlines,United States,N
,SKA,Rio Air Express,Brazil,N
,REO,Rio Airways,United States,N
E2,GRN,Rio Grande Air,United States,N
SL,RSL,Rio Sul Servi,Brazil,N
,RVM,River Ministries Air Charter,South Africa,N
,RGP,River State Government of Nigeria,Nigeria,N
,UNR,Rivne Universal Avia,Ukraine,N
,RDL,Roadair Lines,Canada,N
,RBT,Robinton Aero,Dominican Republic,N
,ROX,Roblex Aviation,United States,N
,RKW,Rockwell Collins Avionics,United States,N
,ROC,Rocky Mountain Airlines,Canada,N
,RMA,Rocky Mountain Airways,United States,N
,LIF,Rocky Mountain Holdings,United States,N
,RDZ,Rodze Air,Nigeria,N
,FAD,Rog-Air,Canada,N
,RRZ,Rollright Aviation,United Kingdom,N
,RRL,Rolls-Royce Limited,United Kingdom,N
,BTU,Rolls-Royce plc,United Kingdom,N
,ROF,Romanian Air Force,Romania,N
,RMV,Romavia,Romania,N
,RNS,Ronso,Mexico,N
,ROR,Roraima Airways,Guyana,N
,RNB,Rosneft-Baltika,Russia,N
,NRG,Ross Aviation,United States,N
,RFS,Rossair,Australia,N
,RSS,Rossair,South Africa,N
,ROS,Rossair Europe,Netherlands,N
R4,,Rossiya,Russia,Y
,RAL,Roswell Airlines,United States,N
GZ,RAR,Air Rarotonga,Cook Islands,Y
,RTR,Rotatur,Brazil,N
,RKT,Rotormotion,United Kingdom,N
,JCR,Rotterdam Jet Center,Netherlands,N
,ROV,Rover Airways International,United States,N
,VOS,Rovos Air,South Africa,N
,RCG,Royal Air Cargo,South Africa,N
RR,RFR,Royal Air Force,United Kingdom,N
RS,MJN,Royal Air Force of Oman,Oman,N
,ACW,Royal Air Force,United Kingdom,N
,RRR,Royal Air Force,United Kingdom,N
,RRF,Royal Air Force,United Kingdom,N
,SHF,Royal Air Force,United Kingdom,N
,RAX,Royal Air Freight,United States,N
AT,RAM,Royal Air Maroc,Morocco,Y
R0,RPK,Royal Airlines,Pakistan,N
,RLM,Royal American Airways,United States,N
V5,RYL,Royal Aruban Airline,Aruba,N
,ASY,Royal Australian Air Force,Australia,N
,RXP,Royal Aviation Express,Canada,N
,RYB,Royal Bahrain Airlines,Bahrain,N
BI,RBA,Royal Brunei Airlines,Brunei,Y
,KDR,Royal Daisy Airlines,Uganda,N
,RGA,Royal Ghanaian Airlines,Ghana,N
,ROJ,Royal Jet,United Arab Emirates,N
RJ,RJA,Royal Jordanian,Jordan,Y
,RJZ,Royal Jordanian Air Force,Jordan,N
RK,RKH,Royal Khmer Airlines,Cambodia,N
,RMF,Royal Malaysian Air Force,Malaysia,N
,NVY,Royal Navy,United Kingdom,N
RA,RNA,Royal Nepal Airlines,Nepal,Y
,NRN,Royal Netherland Navy,Netherlands,N
,NAF,Royal Netherlands Air Force,Netherlands,N
,KIW,Royal New Zealand Air Force,New Zealand,N
,NOW,Royal Norwegian Air Force,Norway,N
,ROP,Royal Oman Police,Oman,N
,PPW,Royal Phnom Penh Airways,Cambodia,Y
,RRA,Royal Rwanda Airlines,Rwanda,N
,RSF,Royal Saudi Air Force,Saudi Arabia,N
,RYS,Royal Sky,Thailand,N
,RSN,Royal Swazi National Airways,Swaziland,N
WR,HRH,Royal Tongan Airlines,Tonga,N
,RWE,Royal West Airlines,United States,N
,RSB,Rubystar,Belarus,N
,RMG,Rumugu Air & Space Nigeria,Nigeria,N
,RUR,Rusaero,Russia,N
,KLE,Rusaero,Russia,N
,CGI,Rusair JSAC,Russia,N
,RUH,Rusich-T,Russia,N
,RLU,Rusline,Russia,Y
,MIG,Russian Aircraft Corporation-MiG,Russia,N
,RFF,Russian Federation Air Force,Russia,N
P7,ESL,Russian Sky Airlines,Russia,N
,RUZ,Rusuertol,Russia,N
,RUC,Rutas Aereas,Venezuela,N
,RND,Rutland Aviation,United Kingdom,N
,RUA,Rwanda Airlines,Rwanda,N
,RWA,Rwanda Airways,Rwanda,N
WB,RWD,Rwandair Express,Rwanda,Y
,RCT,Ryan Air Service,United States,N
,RYA,Ryan Air Services,United States,Y
RD,RYN,Ryan International Airlines,United States,Y
FR,RYR,Ryanair,Ireland,Y
,RYZ,Ryazan State Air Enterprise,Russia,N
,RAA,Rynes Aviation,United States,N
YS,RAE,Régional,France,Y
,BDS,South Asian Airlines,Bangladesh,N
,BEC,State Air Company Berkut,Kazakhstan,N
S4,RZO,SATA International,Portugal,Y
SA,SAA,South African Airways,South Africa,Y
,SAB,Sky Way Air,Kyrgyzstan,N
,SAC,SASCO Airlines,Sudan,N
,SAF,Republic of Singapore Air Force,Singapore,N
,SAG,SOS Flygambulans,Sweden,N
,SAH,Sayakhat Airlines,Kazakhstan,N
NL,SAI,Shaheen Air International,Pakistan,Y
,SAJ,Golden Eagle Air Services (FAA),Canada,N
,SAK,Red Arrows Display Squadron,United Kingdom,N
,SAM,SAM Colombia,Colombia,N
,SAN,Servicios Aereos Nacionales (SAN),Ecuador,N
,SAO,Sahel Aviation Service,Mali,N
,ANX,Secretaria de Marina,Mexico,N
,SAQ,Springbank Aviation,Canada,N
SK,SAS,Scandinavian Airlines System,Sweden,Y
,SAV,Samal Air,Kazakhstan,N
,SAW,Sham Wing Airlines,Syrian Arab Republic,N
,SAX,Sabah Air,Malaysia,N
,SAY,ScotAirways,United Kingdom,Y
,SAZ,Swiss Air-Ambulance,Switzerland,N
,SBA,STA-MALI,Mali,N
,SBB,Steinman Aviation,United States,N
,SBF,Seven Bar Flying Service,United States,N
,SBG,Sabre Incorporated,United States,N
S7,SBI,S7 Airlines,Russia,Y
,SBL,Sobel Airlines of Ghana,Ghana,N
