IATA,ICAO,Name,City,Country,Latitude,Longitude
FAO,LPFR,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
GRW,LPGR,Graciosa Airport,Graciosa Island,Portugal,39.09220123291016,-28.029800415039062
HOR,LPHR,Horta Airport,Horta,Portugal,38.519901275634766,-28.715900421142575
TER,LPLA,Lajes Airport,Lajes (terceira Island),Portugal,38.761799,-27.090799
QLR,LPMR,Monte Real Air Base,Monte Real,Portugal,39.828335,-8.8875
PDL,LPPD,João Paulo II Airport,Ponta Delgada,Portugal,37.7411994934,-25.6979007721
PIX,LPPI,Pico Airport,Pico,Portugal,38.554298,-28.441299
PRM,LPPM,Portimão Airport,Portimao,Portugal,37.1493,-8.58396
OPO,LPPR,Francisco de Sá Carneiro Airport,Porto,Portugal,41.2481002808,-8.68138980865
PXO,LPPS,Porto Santo Airport,Porto Santo,Portugal,33.0733985901,-16.3500003815
LIS,LPPT,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
SJZ,LPSJ,São Jorge Airport,Sao Jorge Island,Portugal,38.66550064086914,-28.175800323486328
VRL,LPVR,Vila Real Airport,Vila Real,Portugal,41.2743,-7.72047
VSE,LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,40.725498,-7.88899
OMO,LQMO,Mostar International Airport,Mostar,Bosnia and Herzegovina,43.282901763916016,17.84589958190918
SJJ,LQSA,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,43.82460021972656,18.331499099731445
ARW,LRAR,Arad International Airport,Arad,Romania,46.17660140991211,21.261999130249023
BCM,LRBC,Bacău Airport,Bacau,Romania,46.52190017700195,26.91029930114746
BAY,LRBM,Tautii Magheraus Airport,Baia Mare,Romania,47.65840148925781,23.46999931335449
BBU,LRBS,Băneasa International Airport,Bucharest,Romania,44.50320053100586,26.102100372314453
CND,LRCK,Mihail Kogălniceanu International Airport,Constanta,Romania,44.36220169067383,28.488300323486328
CLJ,LRCL,Cluj-Napoca International Airport,Cluj-napoca,Romania,46.78519821166992,23.686199188232425
CSB,LRCS,Caransebeş Airport,Caransebes,Romania,45.41999816894531,22.25329971313477
CRA,LRCV,Craiova Airport,Craiova,Romania,44.31809997558594,23.888599395751957
IAS,LRIA,Iaşi Airport,Iasi,Romania,47.17850112915039,27.6205997467041
OMR,LROD,Oradea International Airport,Oradea,Romania,47.025299072265625,21.90250015258789
OTP,LROP,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085
SBZ,LRSB,Sibiu International Airport,Sibiu,Romania,45.78559875488281,24.09129905700684
SUJ,LRSM,Satu Mare Airport,Satu Mare,Romania,47.70330047607422,22.88570022583008
SCV,LRSV,Suceava Stefan cel Mare Airport,Suceava,Romania,47.6875,26.35409927368164
TCE,LRTC,Tulcea Airport,Tulcea,Romania,45.0625,28.71430015563965
TGM,LRTM,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,46.46770095825195,24.412500381469727
TSR,LRTR,Timişoara Traian Vuia Airport,Timisoara,Romania,45.80989837646485,21.337900161743164
GVA,LSGG,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814453125,6.108950138092041
SIR,LSGS,Sion Airport,Sion,Switzerland,46.2196006775,7.326759815220001
EML,LSME,Emmen Air Base,Emmen,Switzerland,47.092444,8.305184
LUG,LSZA,Lugano Airport,Lugano,Switzerland,46.00429916379999,8.9105796814
BRN,LSZB,Bern Belp Airport,Bern,Switzerland,46.914100647,7.497149944309999
ZHI,LSZG,Grenchen Airport,Grenchen,Switzerland,47.181599,7.41719
ZRH,LSZH,Zürich Airport,Zurich,Switzerland,47.464699,8.54917
ACH,LSZR,St Gallen Altenrhein Airport,Altenrhein,Switzerland,47.4850006104,9.560770034789998
SMV,LSZS,Samedan Airport,Samedan,Switzerland,46.53409957885742,9.884110450744627
ESB,LTAC,Esenboğa International Airport,Ankara,Turkey,40.1281013489,32.995098114
ANK,LTAD,Etimesgut Air Base,Ankara,Turkey,39.949798584,32.6885986328
ADA,LTAF,Adana Airport,Adana,Turkey,36.9822006226,35.2803993225
UAB,LTAG,İncirlik Air Base,Adana,Turkey,37.0021018982,35.4258995056
AFY,LTAH,Afyon Airport,Afyon,Turkey,38.726398468,30.6011009216
AYT,LTAI,Antalya International Airport,Antalya,Turkey,36.898701,30.800501
GZT,LTAJ,Gaziantep International Airport,Gaziantep,Turkey,36.9472007751,37.4786987305
KYA,LTAN,Konya Airport,Konya,Turkey,37.979,32.561901
MZH,LTAP,Amasya Merzifon Airport,Merzifon,Turkey,40.829399,35.521999
VAS,LTAR,Sivas Nuri Demirağ Airport,Sivas,Turkey,39.813801,36.9035
MLX,LTAT,Malatya Erhaç Airport,Malatya,Turkey,38.4352989197,38.0909996033
ASR,LTAU,Kayseri Erkilet Airport,Kayseri,Turkey,38.770401001,35.4953994751
TJK,LTAW,Tokat Airport,Tokat,Turkey,40.307430267333984,36.367408752441406
DNZ,LTAY,Çardak Airport,Denizli,Turkey,37.7855987549,29.7012996674
ISL,LTBA,Atatürk International Airport,Istanbul,Turkey,40.976898,28.8146
BZI,LTBF,Balıkesir Merkez Airport,Balikesir,Turkey,39.61930084228516,27.926000595092773
BDM,LTBG,Bandırma Airport,Bandirma,Turkey,40.31800079345703,27.97769927978516
ESK,LTBI,Eskişehir Air Base,Eskisehir,Turkey,39.7840995789,30.5820999146
ADB,LTBJ,Adnan Menderes International Airport,Izmir,Turkey,38.2924003601,27.156999588
IGL,LTBL,Çiğli Airport,Izmir,Turkey,38.5130004883,27.010099411
KCO,LTBQ,Cengiz Topel Airport,Topel,Turkey,40.73500061035156,30.08329963684082
DLM,LTBS,Dalaman International Airport,Dalaman,Turkey,36.7131004333,28.7924995422
BXN,LTBV,Imsık Airport,Bodrum,Turkey,37.140098571777344,27.669700622558597
EZS,LTCA,Elazığ Airport,Elazig,Turkey,38.6068992615,39.2914009094
DIY,LTCC,Diyarbakir Airport,Diyabakir,Turkey,37.893901825,40.2010002136
ERC,LTCD,Erzincan Airport,Erzincan,Turkey,39.7102012634,39.5270004272
ERZ,LTCE,Erzurum International Airport,Erzurum,Turkey,39.9565010071,41.17020034789999
TZX,LTCG,Trabzon International Airport,Trabzon,Turkey,40.99509811401367,39.78969955444336
VAN,LTCI,Van Ferit Melen Airport,Van,Turkey,38.46820068359375,43.332298278808594
BAL,LTCJ,Batman Airport,Batman,Turkey,37.9290008545,41.1166000366
SXZ,LTCL,Siirt Airport,Siirt,Turkey,37.97890090942383,41.84040069580078
BZY,LUBL,Bălți International Airport,Saltsy,Moldova,47.843056,27.777222
KIV,LUKK,Chişinău International Airport,Chisinau,Moldova,46.92770004272461,28.93099975585937
OHD,LWOH,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,41.18,20.7423
SKP,LWSK,Skopje Alexander the Great Airport,Skopje,Macedonia,41.961601,21.621401
GIB,LXGB,Gibraltar Airport,Gibraltar,Gibraltar,36.1511993408,-5.3496599197400005
BEG,LYBE,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.8184013367,20.3090991974
INI,LYNI,Nis Airport,Nis,Serbia,43.337299,21.853701
TGD,LYPG,Podgorica Airport,Podgorica,Montenegro,42.359402,19.2519
PRN,BKPR,Priština International Airport,Pristina,Serbia,42.5728,21.035801
TIV,LYTV,Tivat Airport,Tivat,Montenegro,42.40470123291016,18.72330093383789
BTS,LZIB,M. R. Štefánik Airport,Bratislava,Slovakia,48.17020034790039,17.21269989013672
KSC,LZKZ,Košice Airport,Kosice,Slovakia,48.66310119628906,21.241100311279297
PZY,LZPP,Piešťany Airport,Piestany,Slovakia,48.62519836425781,17.828399658203125
SLD,LZSL,Sliač Airport,Sliac,Slovakia,48.63779830932617,19.13409996032715
TAT,LZTT,Poprad-Tatry Airport,Poprad,Slovakia,49.073600769,20.2411003113
NCA,MBNC,North Caicos Airport,North Caicos,Turks and Caicos Islands,21.9175,-71.939598
PLS,MBPV,Providenciales Airport,Providenciales,Turks and Caicos Islands,21.77359962463379,-72.26589965820312
XSC,MBSC,South Caicos Airport,South Caicos,Turks and Caicos Islands,21.5156993866,-71.528503418
BRX,MDBH,Maria Montez International Airport,Barahona,Dominican Republic,18.25149917602539,-71.12039947509766
CBJ,MDCR,Cabo Rojo Airport,Cabo Rojo,Dominican Republic,17.929000854492188,-71.6447982788086
LRM,MDLR,Casa De Campo International Airport,La Romana,Dominican Republic,18.45070075988769,-68.91179656982422
PUJ,MDPC,Punta Cana International Airport,Punta Cana,Dominican Republic,18.5673999786,-68.36340332030001
POP,MDPP,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,19.75790023803711,-70.56999969482422
SDQ,MDSD,Las Américas International Airport,Santo Domingo,Dominican Republic,18.42970085144,-69.668899536133
STI,MDST,Cibao International Airport,Santiago,Dominican Republic,19.406099319458008,-70.60469818115234
CBV,MGCB,Coban Airport,Coban,Guatemala,15.468999862670898,-90.40670013427734
GUA,MGGT,La Aurora Airport,Guatemala City,Guatemala,14.5833,-90.527496
RER,MGRT,Retalhuleu Airport,Retalhuleu,Guatemala,14.520999908447266,-91.69730377197266
GSJ,MGSJ,San José Airport,San Jose,Guatemala,13.9362001419,-90.8358001709
LCE,MHLC,Goloson International Airport,La Ceiba,Honduras,15.7425,-86.852997
SAP,MHLM,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,15.4526,-87.923599
GJA,MHNJ,La Laguna Airport,Guanaja,Honduras,16.4454,-85.906601
RTB,MHRO,Juan Manuel Galvez International Airport,Roatan,Honduras,16.316799,-86.523003
TEA,MHTE,Tela Airport,Tela,Honduras,15.7759,-87.4758
TGU,MHTG,Toncontín International Airport,Tegucigalpa,Honduras,14.06089973449707,-87.21720123291016
TJI,MHTJ,Trujillo Airport,Trujillo,Honduras,15.9268,-85.938202
OCJ,MKBS,Boscobel Aerodrome,Ocho Rios,Jamaica,18.404199600219727,-76.96900177001953
KIN,MKJP,Norman Manley International Airport,Kingston,Jamaica,17.935699462890625,-76.7874984741211
MBJ,MKJS,Sangster International Airport,Montego Bay,Jamaica,18.503700256347656,-77.91339874267578
POT,MKKJ,Ken Jones Airport,Port Antonio,Jamaica,18.1987991333,-76.53450012210001
KTP,MKTP,Tinson Pen Airport,Kingston,Jamaica,17.98859977722168,-76.82379913330078
ACA,MMAA,General Juan N Alvarez International Airport,Acapulco,Mexico,16.757099151611328,-99.75399780273438
NTR,MMAN,Del Norte International Airport,Monterrey,Mexico,25.865601,-100.237
AGU,MMAS,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,21.705601,-102.318001
HUX,MMBT,Bahías de Huatulco International Airport,Huatulco,Mexico,15.7753,-96.262604
CVJ,MMCB,General Mariano Matamoros Airport,Cuernavaca,Mexico,18.834800720214844,-99.26129913330078
ACN,MMCC,Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,29.332899,-101.098998
CME,MMCE,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,18.65369987487793,-91.79900360107422
NCG,MMCG,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,30.3974,-107.875
CUL,MMCL,Bachigualato Federal International Airport,Culiacan,Mexico,24.7644996643,-107.474998474
CTM,MMCM,Chetumal International Airport,Chetumal,Mexico,18.50469970703125,-88.32679748535156
CEN,MMCN,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,27.39259910583496,-109.83300018310548
CPE,MMCP,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,19.816799163800003,-90.5002975464
CJS,MMCS,Abraham González International Airport,Ciudad Juarez,Mexico,31.63610076904297,-106.4290008544922
CUU,MMCU,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,28.702899932900003,-105.964996338
CVM,MMCV,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,23.7033004761,-98.9564971924
CZM,MMCZ,Cozumel International Airport,Cozumel,Mexico,20.52239990234375,-86.92559814453125
DGO,MMDO,General Guadalupe Victoria International Airport,Durango,Mexico,24.1242008209,-104.527999878
TPQ,MMEP,Amado Nervo National Airport,Tepic,Mexico,21.4195,-104.843002
ESE,MMES,Ensenada International Airport,Ensenada,Mexico,31.7953,-116.602997
GDL,MMGL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,20.52179908752441,-103.31099700927734
GYM,MMGM,General José María Yáñez International Airport,Guaymas,Mexico,27.9689998626709,-110.9250030517578
TCN,MMHC,Tehuacan Airport,Tehuacan,Mexico,18.49720001220703,-97.4198989868164
HMO,MMHO,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,29.095899581900003,-111.047996521
CLQ,MMIA,Licenciado Miguel de la Madrid Airport,Colima,Mexico,19.277,-103.577002
ISJ,MMIM,Isla Mujeres Airport,Isla Mujeres,Mexico,21.2450008392334,-86.73999786376953
SLW,MMIO,Plan De Guadalupe International Airport,Saltillo,Mexico,25.54949951171875,-100.9290008544922
IZT,MMIT,Ixtepec Airport,Iztepec,Mexico,16.449301,-95.093697
LZC,MMLC,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,18.0016994476,-102.221000671
LMM,MMLM,Valle del Fuerte International Airport,Los Mochis,Mexico,25.6851997375,-109.081001282
BJX,MMLO,Del Bajío International Airport,Del Bajio,Mexico,20.9935,-101.481003
LAP,MMLP,Manuel Márquez de León International Airport,La Paz,Mexico,24.0727005005,-110.361999512
LTO,MMLT,Loreto International Airport,Loreto,Mexico,25.989200592041016,-111.3479995727539
MAM,MMMA,General Servando Canales International Airport,Matamoros,Mexico,25.7698993683,-97.5252990723
MID,MMMD,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,20.9370002747,-89.657699585
MXL,MMML,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,32.6306,-115.241997
MLM,MMMM,General Francisco J. Mujica International Airport,Morelia,Mexico,19.849899292,-101.025001526
MTT,MMMT,Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,18.1033992767,-94.5807037354
LOV,MMMV,Monclova International Airport,Monclova,Mexico,26.9557,-101.470001
MEX,MMMX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098
MTY,MMMY,General Mariano Escobedo International Airport,Monterrey,Mexico,25.7784996033,-100.107002258
MZT,MMMZ,General Rafael Buelna International Airport,Mazatlan,Mexico,23.1613998413,-106.26599884
NOG,MMNG,Nogales International Airport,Nogales,Mexico,31.22610092163086,-110.97599792480467
NLD,MMNL,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,27.4438991547,-99.5705032349
OAX,MMOX,Xoxocotlán International Airport,Oaxaca,Mexico,16.9999008179,-96.726600647
PAZ,MMPA,El Tajín National Airport,Poza Rico,Mexico,20.6026992798,-97.4608001709
PBC,MMPB,Hermanos Serdán International Airport,Puebla,Mexico,19.1581001282,-98.3713989258
PPE,MMPE,Mar de Cortés International Airport,Punta Penasco,Mexico,31.351987,-113.305177
PDS,MMPG,Piedras Negras International Airport,Piedras Negras,Mexico,28.627399,-100.535004
UPN,MMPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,19.396699905395508,-102.03900146484376
PVR,MMPR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,20.680099487304688,-105.25399780273438
PXM,MMPS,Puerto Escondido International Airport,Puerto Escondido,Mexico,15.8769,-97.089103
QRO,MMQT,Querétaro Intercontinental Airport,Queretaro,Mexico,20.6173,-100.185997
REX,MMRX,General Lucio Blanco International Airport,Reynosa,Mexico,26.0089,-98.2285
SJD,MMSD,Los Cabos International Airport,San Jose Del Cabo,Mexico,23.15180015563965,-109.72100067138672
SFH,MMSF,San Felipe International Airport,San Filipe,Mexico,30.930200576782,-114.80899810791
SLP,MMSP,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,22.254299163800003,-100.930999756
TRC,MMTC,Francisco Sarabia International Airport,Torreon,Mexico,25.5683002472,-103.411003113
TGZ,MMTG,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,16.5636005402,-93.0224990845
TIJ,MMTJ,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,32.541099548339844,-116.97000122070312
TAM,MMTM,General Francisco Javier Mina International Airport,Tampico,Mexico,22.2964000702,-97.8658981323
TSL,MMTN,Tamuin Airport,Tamuin,Mexico,22.0383,-98.806502
TLC,MMTO,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,19.3370990753,-99.56600189210002
TAP,MMTP,Tapachula International Airport,Tapachula,Mexico,14.7943000793,-92.3700027466
CUN,MMUN,Cancún International Airport,Cancun,Mexico,21.036500930800003,-86.8770980835
VSA,MMVA,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,17.996999740600586,-92.81739807128906
VER,MMVR,General Heriberto Jara International Airport,Vera Cruz,Mexico,19.1459007263,-96.1873016357
ZCL,MMZC,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,22.8971004486,-102.68699646
ZIH,MMZH,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,17.601600647,-101.460998535
ZMM,MMZM,Zamora Airport,Zamora,Mexico,20.045,-102.276001
ZLO,MMZO,Playa De Oro International Airport,Manzanillo,Mexico,19.1448001862,-104.558998108
BEF,MNBL,Bluefields Airport,Bluefields,Nicaragua,11.991000175476074,-83.77410125732422
MGA,MNMG,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,12.14150047302246,-86.16819763183594
PUZ,MNPC,Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,14.047200202941896,-83.38670349121094
BOC,MPBO,Bocas Del Toro International Airport,Bocas Del Toro,Panama,9.340849876403809,-82.25080108642578
CHX,MPCH,Cap Manuel Niño International Airport,Changuinola,Panama,9.458962,-82.515062
DAV,MPDA,Enrique Malek International Airport,David,Panama,8.390999794006348,-82.43499755859375
BLB,MPHO,Panama Pacific International Airport,Howard,Panama,8.91479,-79.599602
PAC,MPMG,Marcos A. Gelabert International Airport,Panama,Panama,8.973340034484863,-79.55560302734375
SYP,MPSA,Ruben Cantu Airport,Santiago,Panama,8.085599899291992,-80.94529724121094
PTY,MPTO,Tocumen International Airport,Panama City,Panama,9.0713596344,-79.3834991455
BAI,MRBA,Buenos Aires Airport,Buenos Aires,Costa Rica,9.163949,-83.330171
OTR,MRCC,Coto 47 Airport,Coto 47,Costa Rica,8.60155963897705,-82.96859741210938
JAP,MRCH,Chacarita Airport,Chacarita,Costa Rica,9.98141002655,-84.7726974487
GLF,MRGF,Golfito Airport,Golfito,Costa Rica,8.654009819030762,-83.18219757080078
GPL,MRGP,Guapiles Airport,Guapiles,Costa Rica,10.2172002792,-83.79699707030001
LIR,MRLB,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,10.5933,-85.544403
LSL,MRLC,Los Chiles Airport,Los Chiles,Costa Rica,11.035300254821776,-84.70610046386719
LIO,MRLM,Limon International Airport,Limon,Costa Rica,9.95796012878418,-83.02200317382812
NOB,MRNS,Nosara Airport,Nosara Beach,Costa Rica,9.97649002075,-85.65299987790002
SJO,MROC,Juan Santamaria International Airport,San Jose,Costa Rica,9.993860244750977,-84.20880126953125
PMZ,MRPM,Palmar Sur Airport,Palmar Sur,Costa Rica,8.951029777526855,-83.46859741210938
XQP,MRQP,Quepos Managua Airport,Quepos,Costa Rica,9.443160057067873,-84.12979888916016
TOO,MRSV,San Vito De Java Airport,San Vito De Jaba,Costa Rica,8.826109886169434,-82.95890045166016
SAL,MSLP,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,13.4409,-89.055702
CYA,MTCA,Les Cayes Airport,Cayes,Haiti,18.27109909057617,-73.78829956054688
CAP,MTCH,Cap Haitien International Airport,Cap Haitien,Haiti,19.733,-72.194702
JAK,MTJA,Jacmel Airport,Jacmel,Haiti,18.241100311279297,-72.51850128173828
PAP,MTPP,Toussaint Louverture International Airport,Port-au-prince,Haiti,18.57999992370605,-72.2925033569336
BCA,MUBA,Gustavo Rizo Airport,Baracoa Playa,Cuba,20.36529922485352,-74.5062026977539
BYM,MUBY,Carlos Manuel de Cespedes Airport,Bayamo,Cuba,20.39640045166016,-76.62139892578125
AVI,MUCA,Maximo Gomez Airport,Ciego De Avila,Cuba,22.027099609375,-78.78959655761719
CCC,MUCC,Jardines Del Rey Airport,Cunagua,Cuba,22.4610004425,-78.32839965820001
CFG,MUCF,Jaime Gonzalez Airport,Cienfuegos,Cuba,22.149999618530277,-80.41419982910156
CYO,MUCL,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,21.6165008545,-81.5459976196
CMW,MUCM,Ignacio Agramonte International Airport,Camaguey,Cuba,21.420299530029297,-77.84750366210938
SCU,MUCU,Antonio Maceo International Airport,Santiago De Cuba,Cuba,19.96980094909668,-75.83540344238281
NBW,MUGM,Leeward Point Field,Guantanamo,Cuba,19.906499862671,-75.207099914551
GAO,MUGT,Mariana Grajales Airport,Guantanamo,Cuba,20.08530044555664,-75.1583023071289
HAV,MUHA,José Martí International Airport,Havana,Cuba,22.989200592041016,-82.40910339355469
HOG,MUHG,Frank Pais International Airport,Holguin,Cuba,20.785600662231445,-76.31510162353516
LCL,MULM,La Coloma Airport,La Coloma,Cuba,22.33609962463379,-83.64189910888672
MOA,MUMO,Orestes Acosta Airport,Moa,Cuba,20.65390014648437,-74.92220306396484
MZO,MUMZ,Sierra Maestra Airport,Manzanillo,Cuba,20.28809928894043,-77.08920288085938
GER,MUNG,Rafael Cabrera Airport,Nueva Gerona,Cuba,21.834699630737305,-82.78379821777344
UPB,MUPB,Playa Baracoa Airport,Baracoa Playa,Cuba,23.0328006744,-82.5793991089
QPD,MUPR,Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,22.42140007019043,-83.67839813232422
SNU,MUSC,Abel Santamaria Airport,Santa Clara,Cuba,22.49220085144043,-79.943603515625
SZJ,MUSN,Siguanea Airport,Siguanea,Cuba,21.64249992370605,-82.9551010131836
USS,MUSS,Sancti Spiritus Airport,Sancti Spiritus,Cuba,21.9704,-79.442703
VRA,MUVR,Juan Gualberto Gomez International Airport,Varadero,Cuba,23.034400939941406,-81.435302734375
VTU,MUVT,Hermanos Ameijeiras Airport,Las Tunas,Cuba,20.98760032653809,-76.93579864501953
CYB,MWCB,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,19.687000274658203,-79.88279724121094
GCM,MWCR,Owen Roberts International Airport,Georgetown,Cayman Islands,19.2928009033,-81.3576965332
MAY,MYAB,Clarence A. Bain Airport,Clarence Bain,Bahamas,24.28770065307617,-77.68460083007812
